,phrase,target
1180,"To see more of New Haven Register , or to subscribe to the newspaper",neutral
1181,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena",neutral
1182,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division,neutral
1183,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger",neutral
1184,- Counter your competitor 's strengths and target their weaknesses,neutral
1185,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper",neutral
1186,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005",neutral
1187,The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds,neutral
1188,Delivery is expected to take place later this month,neutral
1189,The ECB can mainly target inflation,neutral
1190,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added",neutral
1191,From Merisatama to the far corners of the world Asfaltti Osakeyhti+ï¿½ Lemmink+ï¿½inen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor,neutral
1192,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices",neutral
1193,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010,neutral
1194,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007",neutral
1195,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",neutral
1196,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd.,neutral
1197,"- The Group -ï¿½ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million",neutral
1198,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations,neutral
1199,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds,neutral
1200,The total investment in 2006 and 2007 is expected to amount to about EUR75m,neutral
1201,The issuer is solely responsible for the content of this announcement,neutral
1202,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006,neutral
1203,The total value of the contract is some EUR 8 million,neutral
1204,The passenger tunnel is expected to be put into operation in 2009,neutral
1205,"The Division also includes joint sales , marketing and controlling functions for these units",neutral
1206,To see a slide show of all the newest product releases from Fiskars,neutral
1207,The studies are expected to start in 2008,neutral
1208,"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port",neutral
1209,The agreement must be approved by the Russian competition authorities before it enters into force,neutral
1210,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company,neutral
1211,"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009",neutral
1212,Currency conversions are based on exchange rates at the time of the deal,neutral
1213,"SSH Communications Security Corporation is headquartered in Helsinki , Finland",neutral
1214,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas,neutral
1215,The total investment of the project will be approximately EUR 36m,neutral
1216,Capital base and capital adequacy measurement is based on approaches under Basel II,neutral
1217,The EA Reng group posted sales of approximately 84 million kroons for 2007,neutral
1218,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland,neutral
1219,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007",neutral
1220,"Typically , the transmission power level can be decreased when the interference noise is above a predefined value",neutral
1221,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares",neutral
1222,Stora Enso will receive a 19.9 pct equity interest in the combined company,neutral
1223,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine",neutral
1224,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes,neutral
1225,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them",neutral
1226,The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people,neutral
1227,Earnings per share EPS amounted to EUR0 .01,neutral
1228,Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009,neutral
1229,"The company operates worldwide and employs in total approximately 47,000 persons",neutral
1230,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland",neutral
1231,"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year",neutral
1232,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday",neutral
